"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Intu",0.545136031039835,0.20294522782863,0.037,0.056,1
"Slc7a6",0.545215735158082,1.18779962721002,0.025,0.014,1
"Trmo",0.545786395098296,1.13298767861651,0.037,0.019,1
"Gm13562",0.545937066120812,1.67680049570343,0.012,0.007,1
"Zfp677",0.546220592283967,1.44770772422846,0.025,0.01,1
"Chsy3",0.54627780366622,0.189622188577394,0.049,0.033,1
"2610206C17Rik",0.546306836849401,0.330725081395791,0.012,0.008,1
"Cdkn2aip",0.546486699144056,0.236843229442494,0.025,0.03,1
"Prpf31",0.547015881749973,0.942206026495302,0.037,0.024,1
"Gpr21",0.547081364994816,0.769659661171446,0.037,0.02,1
"Gimap5",0.547616615475318,1.06414494028674,0.012,0.004,1
"Taco1os",0.547736300133156,2.12401709604644,0.012,0.003,1
"Mrps18b",0.547957249178914,0.639889212462215,0.025,0.023,1
"Sec31b",0.548152783178513,0.748725362762793,0.037,0.02,1
"Pes1",0.548250811360331,0.592011781135228,0.049,0.031,1
"Nkapl",0.54834192688806,2.18010003596095,0.012,0.004,1
"Acvr1b",0.548567991010504,0.147508791495151,0.074,0.089,1
"Copz1",0.549206757344531,0.43103555709691,0.123,0.089,1
"Wdr13",0.549266041294177,0.206066225146469,0.074,0.055,1
"Agtpbp1",0.549346130732866,0.340451068468788,0.198,0.153,1
"Mapkbp1",0.549548467540677,0.540571691610293,0.111,0.091,1
"Tbcd",0.550311036522538,0.251062094649564,0.198,0.181,1
"Hsbp1l1",0.550647454788863,1.56268460409912,0.012,0.007,1
"Sart1",0.550899557516733,0.786955021920053,0.074,0.046,1
"Mettl21a",0.55098742338723,0.816003252074487,0.037,0.02,1
"Cops4",0.551018998061863,0.469550671339322,0.148,0.109,1
"Laptm5",0.551432214241669,1.93133095328748,0.012,0.003,1
"Gm31881",0.551751410171703,1.54687423790179,0.012,0.004,1
"Gm10762",0.552339381361822,1.47741440951402,0.025,0.012,1
"2810405F17Rik",0.55253487886867,1.3962056962453,0.025,0.01,1
"Cdk5r1",0.552806347901218,1.41531893842393,0.012,0.004,1
"Coq2",0.552997977876859,0.60521144236757,0.123,0.087,1
"Pard6a",0.553076359296939,1.58237684688485,0.012,0.007,1
"Clk2",0.553076879054501,0.417065181643441,0.16,0.12,1
"Gm28112",0.553112340606041,1.45769689823601,0.012,0.004,1
"Arhgap21",0.553216522092554,0.311763981356931,0.333,0.3,1
"Gm16740",0.55394143787118,0.663260559342622,0.025,0.014,1
"Gm42700",0.554079401648984,1.18041295567634,0.012,0.005,1
"Gm13563",0.554938028925006,1.41838909749083,0.025,0.01,1
"Rab3a",0.555501373138565,0.906628352750958,0.012,0.006,1
"Cfap36",0.55570228364587,0.276095555880625,0.111,0.109,1
"Cmtm3",0.556197291054084,0.699691613730524,0.012,0.005,1
"F5",0.556749970389612,0.795574136228848,0.012,0.012,1
"Cops6",0.557061646723491,1.12020951295169,0.037,0.021,1
"Cnpy3",0.557685477652864,0.913627593290436,0.049,0.033,1
"Gm20300",0.557829934483127,0.463720792302396,0.062,0.041,1
"Champ1",0.558135541638806,0.541891533506953,0.062,0.042,1
"Cdc40",0.55820424591421,0.538853778891099,0.123,0.135,1
"Rmdn3",0.558622470370478,0.58182762339659,0.062,0.049,1
"Gm11713",0.559381855737806,0.549128575427852,0.025,0.015,1
"Usp19",0.55977151194336,0.410396407253867,0.16,0.138,1
"Zc3h12a",0.559963894338561,0.447721475426167,0.037,0.023,1
"AU020206",0.560220242784003,0.39694942006959,0.012,0.016,1
"Orc2",0.560240869151481,0.503174126534437,0.111,0.09,1
"Dpm3",0.560375332533391,0.233332217459626,0.049,0.037,1
"Upp1",0.560398786566672,0.670258252507161,0.012,0.006,1
"Pcnx4",0.561024007746221,0.376356102903056,0.074,0.05,1
"Wdr53",0.561549132498939,0.881705777219294,0.025,0.02,1
"Arhgef1",0.5615834896605,0.548398419072531,0.136,0.111,1
"Zfp664",0.561742887223859,0.289162142279022,0.086,0.065,1
"Thumpd2",0.562045496028356,0.131037760853214,0.049,0.057,1
"Pgap3",0.562067490955201,0.330649501350328,0.025,0.016,1
"Nelfcd",0.562114764406128,1.22516256591617,0.025,0.015,1
"Abhd16a",0.562155702988583,0.547766248597215,0.086,0.073,1
"Maip1",0.562592861617806,0.110318377215613,0.025,0.035,1
"Sun1",0.562688302006126,0.111199999331311,0.148,0.128,1
"Mcm6",0.562713845570486,0.56394884845035,0.037,0.022,1
"Trp53rka",0.562726127893718,1.37271424070607,0.025,0.01,1
"Shisa7",0.563253989498676,0.837921717653807,0.025,0.012,1
"Gm43773",0.563692335015244,1.04602820977537,0.025,0.011,1
"Gm28505",0.564408456479558,2.24228038936849,0.012,0.004,1
"Prkd3",0.564422314091677,0.3470144089469,0.198,0.18,1
"Gm20470",0.564625652844949,1.37537221570006,0.025,0.013,1
"Polr3d",0.564975206215326,0.437597883788084,0.025,0.029,1
"Dtd2",0.565093439766372,0.849320754261465,0.049,0.036,1
"Snrpg",0.566127349301279,0.873285816794374,0.049,0.028,1
"Psmb10",0.566152099750021,1.53196230245735,0.012,0.004,1
"Rrp7a",0.566168274167782,0.300757988230971,0.025,0.017,1
"Arl5b",0.566239289466127,0.158853004978566,0.099,0.077,1
"Mapk8ip3",0.566721533833546,0.20546094571897,0.185,0.151,1
"Car7",0.566928105551523,0.806891769007791,0.012,0.006,1
"Nemp1",0.567582668880343,0.396328657366715,0.037,0.024,1
"Rpl8",0.567709493400692,0.336558238137668,0.222,0.179,1
"Zcwpw2",0.568205037082008,0.380253825793357,0.086,0.06,1
"Gm45250",0.568353725890318,1.01765042993654,0.025,0.017,1
"Emg1",0.569356620864356,0.93146417392058,0.062,0.043,1
"Gm10550",0.569528919959563,1.36323548717849,0.012,0.008,1
"Psmb6",0.569533242997667,0.673744299597788,0.049,0.038,1
"Ptpn1",0.569799955328416,0.162527754314632,0.21,0.175,1
"Zfp229",0.57010200585508,0.133539724780768,0.049,0.037,1
"Lca5l",0.570452280143314,0.148077115157525,0.012,0.019,1
"N4bp3",0.570494110577142,0.385868227406342,0.012,0.008,1
"Zdhhc8",0.570701268893235,0.989128858843008,0.062,0.039,1
"Kctd5",0.570706491414986,0.688446882051002,0.037,0.03,1
"Ankrd16",0.570999784162874,0.522009904173465,0.123,0.091,1
"Mier1",0.571057383049032,0.184897504916294,0.407,0.352,1
"Gm44686",0.571312439996184,0.726756570554148,0.037,0.03,1
"Snx11",0.571467418257242,0.735354048715143,0.025,0.022,1
"Cyb5r3",0.571580783702075,1.06846609855926,0.037,0.019,1
"Mrps34",0.571754787672741,0.857020313134712,0.037,0.02,1
"Gm42303",0.572071599060019,1.32540468929374,0.012,0.009,1
"Far2",0.572971111548254,1.34083113730637,0.012,0.008,1
"Chchd7",0.573660719777495,0.526708105611819,0.123,0.088,1
"Spindoc",0.573684388967848,0.572524344515272,0.123,0.091,1
"Zdhhc12",0.573714623800242,0.618880155761632,0.012,0.014,1
"Plec",0.573887523001336,0.636572100743988,0.099,0.068,1
"Lyrm7",0.573940103219829,0.873127641821699,0.025,0.022,1
"Ints5",0.574264004781869,0.919357219955638,0.025,0.012,1
"Cited2",0.574554863603803,0.303547232221777,0.123,0.092,1
"Rbm42",0.574877503664787,0.15592308906443,0.037,0.027,1
"Hspb1",0.575171474240283,1.31954927177243,0.012,0.004,1
"Gm42595",0.575267201857153,1.37567971400038,0.012,0.005,1
"Smc5",0.575308415155841,0.34771111117882,0.21,0.179,1
"Rpa2",0.575578483020115,1.6680301815912,0.012,0.006,1
"Vars",0.575601333436145,0.624323059634559,0.037,0.022,1
"Bmp8b",0.575688518467311,2.16895756491378,0.012,0.003,1
"Rapgef3os2",0.57580789665883,1.58396931187242,0.012,0.004,1
"Srprb",0.575927898308136,0.775347392259426,0.062,0.038,1
"Ccdc85b",0.575998093998812,0.723547327184889,0.025,0.013,1
"Slirp",0.57625447419338,0.816497337557586,0.062,0.038,1
"Gid8",0.576325328666531,0.471161437253413,0.049,0.032,1
"Ssr2",0.576614770103109,0.761180455493701,0.062,0.039,1
"Decr2",0.576795420534148,0.518583528712856,0.111,0.09,1
"Itprid2",0.577222787618459,0.24005252185716,0.333,0.28,1
"Bahcc1",0.577248728750668,0.665200165292436,0.074,0.053,1
"Larp1b",0.577271156601842,0.194781225967711,0.494,0.437,1
"Stap2",0.577321250527537,1.07118225952203,0.012,0.005,1
"Rex1bd",0.577394196616568,1.02805039330209,0.025,0.018,1
"Calm3",0.577541682946819,0.209755578417322,0.049,0.036,1
"Flrt1",0.577677527240371,0.279804573324902,0.284,0.234,1
"Cdk5rap2",0.577805826756753,0.206173557688391,0.136,0.106,1
"4930545L23Rik",0.577837255040814,0.386303144452451,0.025,0.016,1
"Gm15958",0.577856413033388,2.09123343833523,0.012,0.004,1
"Tbc1d7",0.578053096774958,0.797900264701874,0.012,0.012,1
"Med4",0.578069617496146,0.879292025442443,0.062,0.038,1
"Ncmap",0.578077668477237,1.96503211188085,0.012,0.003,1
"Psmg2",0.578462893647214,0.559323720817813,0.037,0.033,1
"Limd2",0.578906415874255,1.96593163266542,0.012,0.003,1
"Etfb",0.57928989310417,0.180889722345752,0.185,0.179,1
"Poc1b",0.579457479443643,0.56583595607938,0.074,0.048,1
"Gm12002",0.579563587469263,0.681620309074998,0.037,0.02,1
"Pmvk",0.579784404905185,1.00537044845847,0.012,0.011,1
"Snx1",0.581207118245801,0.251162491782772,0.198,0.195,1
"Gm13944",0.58134671093758,1.43038952991811,0.012,0.007,1
"Rhog",0.581634746250009,1.33048438587032,0.012,0.005,1
"C1qbp",0.581702421367801,0.968640432784853,0.049,0.029,1
"Riox1",0.581907816711904,1.66111669658404,0.012,0.004,1
"Hs3st1",0.582337973368446,1.45333919714177,0.012,0.004,1
"Yipf2",0.582583291971448,0.196295791744379,0.025,0.031,1
"Hspg2",0.582988784178634,0.63456822302714,0.049,0.029,1
"Napepld",0.58303656807381,0.623926022389516,0.049,0.029,1
"9330162012Rik",0.583434512963783,1.56829284061351,0.012,0.007,1
"Btbd3",0.583541877771846,0.244681176657673,0.062,0.068,1
"Hlcs",0.584014877888031,0.241342682229858,0.074,0.081,1
"Bin3",0.58416542169998,0.574715391147998,0.123,0.089,1
"Gm16192",0.584497948990371,2.2205029781566,0.012,0.004,1
"Ptms",0.584603224667419,0.243099149994674,0.148,0.148,1
"Acvr2a",0.585232406884074,0.113157805079934,0.346,0.297,1
"Srp14",0.585441743990897,0.876349674939344,0.049,0.03,1
"Zfp551",0.585526278964705,1.80651678510791,0.012,0.004,1
"Scaf1",0.585798230629956,0.482244970958399,0.111,0.078,1
"Pinx1",0.585924255781793,0.575846168769685,0.074,0.048,1
"Dhx38",0.585932379926001,0.595540608520775,0.049,0.03,1
"Nr4a2",0.585985680041492,2.04363151199933,0.012,0.004,1
"Lig1",0.58615191498945,1.34897139553243,0.012,0.004,1
"Unc45b",0.586354669611128,1.35805582442557,0.012,0.004,1
"Vta1",0.586446965948176,0.442214950585193,0.198,0.155,1
"Golga5",0.58644699720155,0.470417183014084,0.198,0.162,1
"Gm6225",0.5868548359141,1.29233524644983,0.025,0.013,1
"Tln1",0.587164539886621,0.345429332623885,0.185,0.172,1
"Actr10",0.587322148298908,0.444986783000012,0.111,0.096,1
"2610027K06Rik",0.587360512987569,0.585845745611817,0.025,0.025,1
"Gm11613",0.587529540531081,0.620094538258347,0.037,0.021,1
"Klf5",0.587627896566613,1.51261141753441,0.025,0.011,1
"Polm",0.588015241672052,0.804206991488122,0.049,0.036,1
"Plekhh3",0.588219336368113,1.00786332530456,0.037,0.019,1
"Ldb1",0.588600953884453,0.563682229904573,0.111,0.082,1
"Trpt1",0.588902641379934,1.18097919431754,0.025,0.011,1
"Gm46565",0.588934897881343,0.938344050161216,0.012,0.005,1
"Tceal9",0.590480432006411,1.03919385674509,0.037,0.019,1
"Zkscan6",0.590510666108992,0.710295784912424,0.037,0.031,1
"Psmd13",0.590566091393483,0.54740895042309,0.111,0.089,1
"Snap29",0.591150309619551,0.146682510444221,0.062,0.05,1
"Hoxa5",0.591523660277584,0.387764471572948,0.123,0.093,1
"Eif4ebp3",0.593026327949436,0.750832951594903,0.037,0.029,1
"Psmb9",0.593947070827058,1.54528048353897,0.012,0.007,1
"Carhsp1",0.594733232625391,1.25935975095005,0.025,0.011,1
"Fkbp7",0.594781992229061,1.00193716860551,0.037,0.02,1
"Tmppe",0.594802681059866,1.69570043593754,0.012,0.004,1
"Crtap",0.595270989535384,1.02051659065701,0.037,0.02,1
"Dctn2",0.595488217267458,0.491151412038371,0.111,0.093,1
"Aida",0.595709348837703,0.545113526903112,0.074,0.049,1
"1700034H15Rik",0.595829792396991,0.799747213588596,0.037,0.027,1
"Washc1",0.595917482505043,0.861092848209966,0.037,0.02,1
"Gng10",0.596037072250289,1.01229051852291,0.012,0.005,1
"Mrpl23",0.596664028823104,0.592398621450271,0.049,0.031,1
"Ccnt2",0.596820310570348,0.18963342262438,0.383,0.378,1
"Lbp",0.597045154781822,0.516723171026301,0.012,0.006,1
"Cpsf2",0.597293112948773,0.463773722671008,0.086,0.061,1
"Avpi1",0.597509652862757,1.47341860620266,0.012,0.007,1
"Mrpl53",0.597969572187554,0.72711704477103,0.062,0.038,1
"Bnip1",0.598139806519844,0.826089433608602,0.062,0.038,1
"Clk3",0.598159658337036,0.558174622507384,0.111,0.08,1
"Gmpr",0.598222140356207,0.5879595675376,0.086,0.061,1
"Slc46a1",0.598248162737122,1.43355178032531,0.012,0.008,1
"Gm17108",0.598295973001169,0.727341821364313,0.012,0.007,1
"Prex1",0.598560797657891,0.58080345203794,0.012,0.006,1
"Slc39a11",0.598749469321832,0.288447892282977,0.148,0.137,1
"Tbcb",0.598854437545971,0.700208070782942,0.049,0.029,1
"Smarcad1",0.598857565325653,0.291194901933411,0.321,0.277,1
"Psme2",0.599010601910659,0.930685756902935,0.025,0.018,1
"Acap2",0.599687133270065,0.155076833147161,0.259,0.215,1
"Manea",0.601098541473526,0.384334216709174,0.086,0.076,1
"Gm47469",0.601576400824551,1.36526054104588,0.025,0.012,1
"Spdya",0.601624842471874,0.377835809443135,0.012,0.008,1
"Kctd18",0.601728358118443,0.892873348029863,0.062,0.04,1
"Cdc34",0.601750196939029,0.920367899704174,0.037,0.023,1
"Gm12840",0.601800393591543,1.33554763449443,0.012,0.005,1
"Edem2",0.601880442743466,0.56464338803134,0.086,0.059,1
"Mitf",0.601904384422072,0.259906005892468,0.444,0.39,1
"Klhl4",0.601907673356089,0.854803682480666,0.012,0.005,1
"Hp1bp3",0.601977296143494,0.390755291106552,0.222,0.179,1
"Gm20682",0.601979827015138,2.07429381874035,0.012,0.004,1
"Ppp1r8",0.601989838556624,0.590499818775583,0.037,0.032,1
"Ebf3",0.602526968676484,0.585087113748756,0.012,0.006,1
"Nexmif",0.602662048149768,0.520106429976053,0.037,0.022,1
"Selenok-ps1",0.602682999872712,1.55042815752729,0.025,0.012,1
"Tmem63a",0.602873476418339,0.370922196517339,0.025,0.016,1
"Trmt6",0.60379189979032,0.557964962989342,0.062,0.039,1
"Lmtk3",0.604899830670992,1.33769744016247,0.012,0.004,1
"Aplf",0.604931044095511,0.892057135118986,0.037,0.02,1
"Snx14",0.605641020324415,0.24978298340655,0.235,0.19,1
"Gm26531",0.60578112322089,2.09338909153818,0.012,0.004,1
"Ovca2",0.605916638385529,2.01208864402032,0.012,0.004,1
"Cybb",0.606175974039795,0.462397611534942,0.012,0.006,1
"Orc1",0.60638393961056,2.01245026893301,0.012,0.004,1
"Cyfip1",0.606506555910242,0.345628753980337,0.222,0.194,1
"Zfp472",0.6068715895555,1.09390628642995,0.037,0.022,1
"Uba2",0.60756822814313,0.409064202393164,0.136,0.101,1
"Gm20535",0.607610196516617,2.06451889397992,0.012,0.004,1
"Capns1",0.607669429018833,0.370668284942326,0.049,0.048,1
"Ier5",0.607776151346829,1.11367530114275,0.012,0.005,1
"Mxi1",0.607804703832211,0.339219780140145,0.173,0.134,1
"Capn7",0.60800597584898,0.324187243605831,0.21,0.168,1
"Copb2",0.608244444157161,0.65067197345227,0.123,0.09,1
"Fbxo28",0.608315827979149,0.109147452870897,0.16,0.136,1
"Gm16070",0.608333200426751,0.890970145093464,0.012,0.005,1
"Mipep",0.608595914223501,0.458892224284132,0.111,0.094,1
"Uqcr11",0.609014621339494,0.825512503483118,0.148,0.118,1
"Nvl",0.609021985295609,0.29749845904597,0.185,0.146,1
"Ubr7",0.609278146321648,0.671294132977173,0.074,0.049,1
"Zfp637",0.609600836694468,1.02402782952069,0.037,0.022,1
"2810402E24Rik",0.609603819599653,0.687847777354083,0.049,0.03,1
"Zfp641",0.609731406773062,0.903990840077679,0.049,0.033,1
"Dus1l",0.60991311289529,0.497446809504567,0.037,0.04,1
"Kars",0.609952169882411,0.918507744239538,0.037,0.026,1
"Lsm11",0.610127258982586,1.45169545291513,0.012,0.007,1
"Cdk5",0.610226819846823,0.151756572764619,0.037,0.029,1
"Tcirg1",0.610336564424293,0.305501155436741,0.037,0.026,1
"Cmtm8",0.610371173367564,0.622450346545807,0.062,0.04,1
"Zfp646",0.610419402311586,0.66371901124564,0.062,0.039,1
"Hecw2",0.610586680050361,0.323803358619019,0.111,0.098,1
"Sp110",0.611055992326024,1.04956337805594,0.012,0.005,1
"Apip",0.611134510325155,0.842504156760373,0.037,0.02,1
"Ocrl",0.61119302058339,0.474556780349669,0.16,0.132,1
"Cntrl",0.611607926548563,0.38535091078476,0.111,0.081,1
"Sdc1",0.611712069541705,1.82655121531565,0.012,0.005,1
"Hs2st1",0.611792042579446,0.107695987295531,0.296,0.254,1
"Rgmb",0.611851423266843,0.432300130683762,0.037,0.04,1
"Mfsd1",0.611876041545735,0.113706400124701,0.185,0.157,1
"4930593A02Rik",0.611887812161012,0.445513343157161,0.037,0.035,1
"Gm12367",0.612161423136737,0.761316603971477,0.012,0.006,1
"Corin",0.61229909135893,1.23968843645342,0.012,0.004,1
"Gm17089",0.612525509667904,1.33012229381379,0.025,0.013,1
"Tspan6",0.612678012727603,1.3395682489373,0.012,0.004,1
"Chd4",0.612770659071784,0.20594872147615,0.407,0.355,1
"Ebp",0.612976500816059,0.262221703333332,0.037,0.043,1
"Ino80d",0.613743149949408,0.252540538664076,0.309,0.285,1
"Igha",0.614086514011366,1.49663404670583,0.012,0.004,1
"Erg28",0.614714579046125,0.60373713215852,0.062,0.052,1
"Zfp322a",0.614722760772217,0.4963400845444,0.148,0.113,1
"Zfp982",0.614747591925018,1.98772580359791,0.012,0.004,1
"Gnb2",0.614893563383133,0.324922874840061,0.099,0.074,1
"Mbnl1",0.615243809234113,0.150715929468697,0.568,0.543,1
"Usf1",0.615404188903047,0.796740227514483,0.037,0.021,1
"4930533B01Rik",0.615526700878696,0.678258790441908,0.012,0.013,1
"Tex30",0.616032607115405,1.02473370611982,0.037,0.024,1
"Atg16l2",0.616418248587928,0.562298901187415,0.074,0.049,1
"Gm42836",0.616552446176764,1.70801737175001,0.012,0.004,1
"Ifi44",0.616645135651806,1.11064807304455,0.025,0.013,1
"Gm11639",0.617014861199492,1.71604442324322,0.012,0.006,1
"Timm8a1",0.617202309690513,0.810373037347092,0.025,0.013,1
"Kbtbd2",0.618321693174316,0.254357037092833,0.111,0.085,1
"Gm39929",0.618440147992099,1.23473666832763,0.012,0.009,1
"P4ha1",0.618444557861107,0.224665212132271,0.296,0.248,1
"Arid3b",0.61863089897699,0.427843588672868,0.074,0.051,1
"Hdac4",0.618671234549425,0.263183538476475,0.272,0.246,1
"Acta2",0.619198401375746,0.702197739734073,0.012,0.005,1
"Med30",0.619598829414784,0.955400786638954,0.037,0.021,1
"Kctd2",0.620179657862924,0.713802693609124,0.074,0.051,1
"Samd1",0.620653872875426,0.132546687422558,0.037,0.047,1
"4931406G06Rik",0.620674659692672,1.78744629199665,0.012,0.006,1
"Lockd",0.62077009443908,0.941232589343291,0.012,0.005,1
"Spata1",0.620789032951252,0.42085304004202,0.123,0.091,1
"Kdm5c",0.621262376512496,0.341027517979896,0.346,0.304,1
"Rxrb",0.621415778349832,0.606512582696376,0.049,0.039,1
"Gramd1c",0.621471179702187,0.966076664008982,0.037,0.021,1
"H2-T22",0.621473597435973,0.411731664861795,0.037,0.04,1
"Fn3krp",0.621476636591238,1.39591658326776,0.012,0.008,1
"Gm12473",0.621686476301114,2.09290486838082,0.012,0.004,1
"Shd",0.621696076658238,0.456970435123405,0.012,0.007,1
"Gm43768",0.62270523720092,0.78377713060436,0.025,0.013,1
"Zfp597",0.622960563333928,0.799508302606906,0.074,0.051,1
"Gm11739",0.623179754695703,1.23111366697617,0.012,0.005,1
"Gm26724",0.623298128651667,1.5259916962968,0.025,0.012,1
"Ptbp2",0.623511474775849,0.129827663897009,0.383,0.389,1
"Gm17203",0.623536503567966,0.412707343338124,0.012,0.009,1
"Rtraf",0.623601625030671,0.227596258031942,0.062,0.063,1
"Rsph10b",0.623747556165305,0.718852085490015,0.012,0.007,1
"Elp3",0.6249015093284,0.336210737214483,0.148,0.115,1
"Trappc4",0.625311293933015,0.462236860727307,0.062,0.041,1
"Tcp11l1",0.625787800633922,0.179689101280796,0.062,0.067,1
"Adam17",0.626109199877073,0.359816058820756,0.173,0.145,1
"Cenpp",0.626510303794223,0.825868189451572,0.049,0.03,1
"Prim1",0.626829474654777,0.829107506136924,0.025,0.019,1
"Cacybp",0.626882311485545,0.571006701851114,0.049,0.031,1
"Gins4",0.627000214827579,0.63564860562991,0.012,0.007,1
"Sytl1",0.627192616296864,1.13578306411724,0.012,0.005,1
"Gm49893",0.627419189188181,1.28227090051735,0.012,0.008,1
"Tmprss5",0.627592299404452,1.94690536210511,0.012,0.004,1
"Psmc1",0.627778854335897,0.199253503597755,0.074,0.075,1
"Fads1",0.627988793522633,0.427124519405285,0.025,0.029,1
"6330562C20Rik",0.628082743365025,1.05661050961667,0.025,0.018,1
"Jtb",0.628337102759288,0.534363467458973,0.099,0.075,1
"Atg4b",0.628390028096372,0.556212529322593,0.123,0.093,1
"Topbp1",0.628412311765877,0.300440978093071,0.049,0.05,1
"Mrpl38",0.629177181133311,0.692394531246746,0.086,0.06,1
"Foxk1",0.629997662538463,0.313059293536728,0.123,0.096,1
"Ywhab",0.630230159777626,0.359873950896327,0.111,0.084,1
"Zmym3",0.630303338809863,0.640334242164236,0.062,0.052,1
"Dsn1",0.630319039552192,0.878719635850387,0.012,0.006,1
"Rngtt",0.630347049525089,0.161398458770076,0.346,0.299,1
"Vapa",0.630367425724834,0.23395586836299,0.333,0.288,1
"Tmem141",0.630601485130243,0.469535156632713,0.012,0.008,1
"Flg",0.631017190713494,1.64185287008834,0.012,0.004,1
"Ak1",0.631353865865091,1.67401064708397,0.012,0.004,1
"Slc25a35",0.631711892344837,0.490760398789955,0.025,0.015,1
"Foxp1",0.632204481052524,0.128216898026016,0.778,0.735,1
"Zfp40",0.632555907558071,0.438480685562143,0.086,0.062,1
"Guk1",0.632627411085496,0.722066767512081,0.062,0.039,1
"Myo1f",0.632871162808581,1.71659199766983,0.012,0.004,1
"Pcnx3",0.632953103892708,0.637144454580838,0.086,0.06,1
"Gm15401",0.632964103964368,1.95337992756043,0.012,0.004,1
"Cntfr",0.633378867860117,1.33313519066588,0.025,0.014,1
"Mettl3",0.63338370633807,0.155254996311715,0.074,0.061,1
"Baz1a",0.633986392726996,0.40528953587461,0.185,0.147,1
"Letm1",0.635204654272236,0.545191425620981,0.099,0.074,1
"Poli",0.635232803035656,0.847155576876745,0.062,0.042,1
"Map9",0.63525764422376,0.659827898682227,0.025,0.022,1
"9430038I01Rik",0.635514586186711,1.11912705103736,0.037,0.021,1
"Tmtc2",0.636092295378874,0.128640121355967,0.21,0.171,1
"Rab11fip1",0.636496392187949,0.211905401132689,0.049,0.036,1
"Zbtb4",0.63695156680172,0.239250854422009,0.074,0.057,1
"Mocs1",0.637001218776801,0.287940848084313,0.086,0.09,1
"Cbarp",0.637001967365565,0.832463905798673,0.012,0.006,1
"Slc35e1",0.637355970913673,0.740359678915168,0.025,0.02,1
"BC025920",0.637692175565793,1.48048411689063,0.012,0.005,1
"Tug1",0.638375879181249,0.452963068085948,0.16,0.125,1
"Tmem223",0.63871358949408,0.788014538899403,0.062,0.045,1
"Mrps28",0.63891399799615,0.307901672194016,0.198,0.158,1
"Trp53bp1",0.639103400518457,0.100924940208424,0.235,0.204,1
"Dffa",0.639217350102857,0.113704650367461,0.049,0.039,1
"Tnk2",0.63984487059351,0.364285305997666,0.025,0.031,1
"Wnt4",0.640085679284842,1.85451280686723,0.012,0.005,1
"Lrrc39",0.640087263330339,1.21535157921102,0.025,0.013,1
"Prox2os",0.64059749775204,1.93976529897877,0.012,0.004,1
"Katna1",0.640831503790164,0.385773065587651,0.099,0.072,1
"Zfp952",0.641319009346938,0.587596481530277,0.062,0.052,1
"Mms19",0.641543091659391,0.258323875807262,0.198,0.159,1
"Gm32647",0.641834583365048,1.0726554147777,0.012,0.005,1
"Gm42413",0.642251570739545,0.912593408774607,0.037,0.021,1
"Hnrnpa1",0.642541365284911,0.1586839063997,0.148,0.124,1
"Slc25a22",0.642596811568928,0.46382530792622,0.062,0.042,1
"Dynlrb1",0.642711314833116,0.341950795194185,0.049,0.035,1
"Pfdn2",0.643287530014954,0.516849867919328,0.123,0.092,1
"Mettl4",0.644076448264828,0.193876287792782,0.049,0.053,1
"Zfp60",0.644223398662149,0.150155168877471,0.086,0.069,1
"Cdkn1a",0.644248610293625,1.15829507835165,0.012,0.005,1
"Gm36283",0.645459609187535,0.634777875141354,0.062,0.04,1
"Lrrc42",0.645629078509411,0.990096473094355,0.049,0.03,1
"Ube2s",0.645691203536611,0.505118843534065,0.099,0.071,1
"Tep1",0.64572208593212,0.509884506573542,0.099,0.071,1
"Trappc6b",0.646267497509331,0.193815226778651,0.136,0.11,1
"Ctu1",0.646509082217806,1.61092521103269,0.012,0.004,1
"Rbm20",0.646744296936303,0.145671407006636,0.025,0.032,1
"Lmf1",0.647709040553726,0.524441560177121,0.062,0.053,1
"Ifi207",0.647731119456889,0.450352536378733,0.012,0.007,1
"Lrch3",0.648355803709525,0.199180362168591,0.407,0.359,1
"Ankle2",0.649213277589419,0.518134528798885,0.123,0.093,1
"Tceal8",0.64934820839288,0.914467759204266,0.025,0.013,1
"Sem1",0.650152870594761,0.390055348650899,0.16,0.142,1
"Nhp2",0.650246317531804,0.691833569076193,0.012,0.013,1
"Mief2",0.650337098976327,0.949883859835462,0.037,0.021,1
"Nfix",0.650605278294974,0.406087767592441,0.099,0.093,1
"Fnta",0.651344065678405,0.515732930101259,0.111,0.086,1
"Kansl3",0.651749729903997,0.199197731715434,0.333,0.289,1
"Ctso",0.652299229351198,0.55212651696749,0.074,0.05,1
"Rad23a",0.652310138276708,0.573648188113333,0.049,0.031,1
"Mrpl57",0.652487620202572,0.400891130213792,0.037,0.025,1
"Zfp760",0.653237472240903,0.646849565041833,0.086,0.062,1
"Rad51",0.653457722770315,0.712195473019654,0.012,0.007,1
"Gemin6",0.65368530475468,1.27816620304623,0.012,0.005,1
"A730085K08Rik",0.654229003488028,1.60168293803378,0.012,0.004,1
"Tusc1",0.654316227909562,1.29996225515763,0.012,0.005,1
"Fbxl8",0.654530042771865,1.24392181386739,0.012,0.005,1
"Rnf4",0.654556712130692,0.128011811375675,0.099,0.103,1
"Zfp870",0.654574276057893,0.957417051674005,0.025,0.012,1
"Lrif1",0.654633705532646,0.227361384601972,0.21,0.193,1
"Brms1",0.654837250480487,0.47133564284979,0.062,0.042,1
"Gpatch3",0.655099765076055,0.349358127961675,0.025,0.017,1
"Naip1",0.655318350485355,1.95675990264542,0.012,0.004,1
"Hnrnpab",0.655983834822228,0.679549734268153,0.074,0.05,1
