"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Jkamp",0.656652214254306,0.49914680052889,0.136,0.106,1
"Pacsin2",0.6569340300422,0.130777080427069,0.37,0.324,1
"Gm17106",0.656980667581824,0.121301203980437,0.074,0.06,1
"Cdon",0.657018920791823,0.623976950694321,0.049,0.03,1
"1700007F19Rik",0.657236068021554,1.20320454881608,0.025,0.012,1
"Zbtb1",0.657799871033263,0.471136821374897,0.086,0.061,1
"Mlph",0.659081772757309,0.333615881132862,0.037,0.025,1
"Gm9967",0.659240836214888,1.79230662364289,0.012,0.004,1
"Wbp1",0.659566835017582,0.483472892082673,0.025,0.027,1
"Zfp433",0.660021282454463,0.903800269082002,0.012,0.006,1
"Brd9",0.660521279353659,0.32838213235444,0.062,0.045,1
"Pip4k2b",0.662254078358807,0.568579168221023,0.062,0.04,1
"Mief1",0.662357385700729,0.294845592170215,0.099,0.075,1
"Mfsd13a",0.66250811165657,0.955363660377075,0.025,0.017,1
"Gm16193",0.662654511876175,0.363301455817795,0.012,0.016,1
"Svbp",0.662751112471973,0.583308098109517,0.025,0.015,1
"Ran",0.663041765902457,0.81883030303941,0.049,0.031,1
"Cdk17",0.663552319307045,0.266206709164947,0.16,0.127,1
"Tfpt",0.66408502308869,0.728449437445965,0.012,0.012,1
"Rpl41",0.664266228834902,0.220117906266383,0.333,0.296,1
"Gm5577",0.664820873628734,1.56541214371715,0.012,0.004,1
"Pwp2",0.664879909226113,1.03321966358806,0.025,0.012,1
"Mir22hg",0.665156129953483,0.354882912076405,0.198,0.16,1
"D6Wsu163e",0.665260619180418,0.273618410646608,0.049,0.037,1
"Zfp729b",0.665397227747485,0.416602294767947,0.074,0.052,1
"Casc3",0.665465679303131,0.438064902278434,0.16,0.129,1
"Sema3a",0.665716191395011,0.595234300097854,0.012,0.006,1
"Tesmin",0.665896384819559,1.24083169160726,0.012,0.005,1
"Cenpe",0.666958335407042,0.342067848951904,0.012,0.008,1
"Car5b",0.667407702323091,0.259276594381976,0.074,0.055,1
"Gm28068",0.668084324217985,1.36669382235318,0.012,0.005,1
"Zfp976",0.668758248443093,0.208308022960306,0.111,0.089,1
"Gm11696",0.669092773790195,1.20178098391432,0.025,0.012,1
"Vcam1",0.669219557249694,0.458664046571202,0.025,0.014,1
"Rcn3",0.66940363370407,0.630678820545413,0.012,0.006,1
"Zfat",0.66955462928864,0.526780800632847,0.062,0.05,1
"Gale",0.669880504753433,1.88391436917783,0.012,0.004,1
"Smu1",0.67007997288134,0.562395139980167,0.086,0.069,1
"Lemd2",0.670333990425462,0.623287687932865,0.074,0.052,1
"Cry1",0.670581805582286,0.641407888462519,0.049,0.031,1
"Dhx33",0.670827158988344,0.702541449983703,0.049,0.038,1
"Pml",0.670907914435316,0.19076124862972,0.086,0.066,1
"Plekhf1",0.671546902968971,0.434617738524383,0.012,0.015,1
"Vps4a",0.671576315365191,0.439342887897975,0.049,0.034,1
"D730003I15Rik",0.671860850832014,1.13979137052563,0.025,0.012,1
"A930006K02Rik",0.671896910409919,0.439577673287798,0.012,0.008,1
"Hjurp",0.672200890887115,0.377081601476457,0.123,0.094,1
"Zfp287",0.67225348166625,1.2011606996989,0.025,0.012,1
"Gm46620",0.672580735745209,1.84100478827965,0.012,0.005,1
"Gpr155",0.672734747201114,0.730740141411155,0.049,0.031,1
"Nfkbia",0.673277231644587,0.179975129605194,0.074,0.058,1
"Dis3l",0.67335671185017,0.384367918703838,0.049,0.048,1
"Stk32c",0.674286081398561,0.579027865982353,0.012,0.014,1
"Pnpla3",0.674613378128862,1.56848473928848,0.012,0.006,1
"Htatip2",0.675110557542862,0.612051021084575,0.049,0.032,1
"Pltp",0.675335441552651,1.6439712317342,0.012,0.004,1
"Mnat1",0.675339428097616,0.236108008287356,0.346,0.315,1
"Zfp598",0.675370086602538,0.491390076639717,0.111,0.083,1
"Snrnp27",0.675676122139478,0.28368327404023,0.062,0.046,1
"Dtx4",0.675845584901308,1.38845191672965,0.012,0.007,1
"Zfp180",0.676088236578169,0.60491215496969,0.062,0.052,1
"Unc93b1",0.67704829704339,0.657547700194544,0.049,0.031,1
"Elac1",0.677104889771819,0.659695259509978,0.037,0.029,1
"Armcx1",0.677405727490661,1.36692408711262,0.012,0.005,1
"Tcea1",0.677445216239601,0.179112691193536,0.247,0.208,1
"4930509H03Rik",0.677519937382214,0.761066144543425,0.037,0.022,1
"Lrrc3b",0.678514496469149,0.479673482188716,0.012,0.006,1
"Lrwd1",0.678598551049191,1.04564449263984,0.025,0.012,1
"Zmynd19",0.678663849494962,0.846373357594165,0.012,0.011,1
"Zfp846",0.678671420992651,0.507586853323534,0.037,0.033,1
"Rps5",0.679116746608226,0.292757951934819,0.173,0.139,1
"Tada3",0.679799846737957,0.53763123085908,0.037,0.034,1
"Uba5",0.679873665073453,0.389209472728033,0.123,0.095,1
"Gm41664",0.680132521069346,1.85235552705301,0.012,0.005,1
"Psma7",0.68024587948982,0.486597451474437,0.086,0.069,1
"Grk2",0.680469696872333,0.603322972796687,0.049,0.044,1
"Fam118a",0.680579454406909,0.944973097621867,0.025,0.013,1
"Cactin",0.681267412870501,0.575239225232735,0.037,0.024,1
"9630013A20Rik",0.681439341355022,0.384798928679763,0.012,0.009,1
"Ptpre",0.681738293626868,0.30069385945613,0.025,0.016,1
"Fgfbp3",0.681973345247272,1.3069370071502,0.012,0.005,1
"Ppp2r3c",0.682155951616215,0.655529189853277,0.062,0.053,1
"3222401L13Rik",0.682478634293439,0.870613010149674,0.037,0.022,1
"Iqcm",0.682914364329154,1.28958448750072,0.012,0.005,1
"Mcmbp",0.683017158937647,0.311031580381276,0.198,0.172,1
"Zfyve27",0.683064542629391,0.447905644911702,0.099,0.073,1
"Zfp330",0.683162458957411,0.331139332463399,0.062,0.044,1
"Tob1",0.683429390381827,0.28895613555209,0.21,0.173,1
"Ppm1d",0.683470153710744,0.485866577699637,0.123,0.099,1
"AV099323",0.683530912726535,0.296763476116656,0.012,0.016,1
"Pgrmc2",0.683696210699607,0.662845781505379,0.062,0.05,1
"Mad2l1bp",0.68428285216139,0.874203627003821,0.012,0.007,1
"Zfp563",0.684808370584194,0.549930112635026,0.074,0.053,1
"Zdhhc24",0.685251551651905,1.16507352800266,0.025,0.013,1
"Tgfb2",0.685954321803928,0.982592802106523,0.025,0.013,1
"Trmu",0.686349987549913,0.367668127147804,0.074,0.055,1
"Snrpd1",0.686950293383478,0.115279158368317,0.062,0.049,1
"Nrip1",0.687475757541278,0.109902531212372,0.519,0.471,1
"Zadh2",0.687630928064727,0.431255259422834,0.123,0.095,1
"Ncbp2",0.687723785737315,0.752320934126072,0.049,0.034,1
"Uck1",0.687778937388856,0.670903031572873,0.062,0.047,1
"Atg14",0.688032775339746,0.340361192591732,0.099,0.092,1
"Rbbp4",0.688169718007458,0.191806243148212,0.284,0.245,1
"Nt5dc1",0.688641385706895,0.249673290625572,0.284,0.261,1
"Ankrd37",0.688687532727642,1.76272382665633,0.012,0.004,1
"Chst2",0.688808652798199,1.65454873100737,0.012,0.004,1
"Etohd2",0.688889350192619,1.13263776708549,0.025,0.013,1
"Exosc9",0.688928440386837,0.368141064951482,0.025,0.026,1
"Gm17354",0.689725747512656,1.15349862692576,0.025,0.014,1
"Gm12153",0.690314811703269,0.71346148071578,0.012,0.005,1
"Rab3il1",0.690671183833128,0.291451816814097,0.025,0.017,1
"5830448L01Rik",0.690915195727236,0.362043028947271,0.012,0.009,1
"Stxbp3",0.691041492668036,0.312950041260459,0.185,0.152,1
"Kcnb1",0.691216888535205,0.915813126119782,0.037,0.024,1
"Mob3a",0.691263593239783,1.62558198882874,0.012,0.006,1
"Tceanc2",0.691502409868335,0.504944687506807,0.099,0.073,1
"Eno3",0.691804603045881,1.01886517828084,0.012,0.01,1
"Gbp5",0.692081173531754,1.39246619360439,0.012,0.004,1
"1700109K24Rik",0.692234899802699,1.53754888690269,0.012,0.005,1
"Hspa13",0.692560654413109,0.728658672909003,0.049,0.031,1
"Naa60",0.692922055437928,0.471197208808378,0.111,0.087,1
"Trmt5",0.693028538053532,1.07266290574797,0.025,0.013,1
"Hmox1",0.693593341861028,1.09389279454546,0.012,0.006,1
"Ldb2",0.693710444448989,0.201450592907281,0.111,0.085,1
"Gpat3",0.693787141624226,0.52846883730408,0.086,0.064,1
"Spcs1",0.693973727685128,0.269024334176168,0.074,0.057,1
"Brf2",0.695225026382224,1.10617118588799,0.025,0.013,1
"Stk10",0.695249582876594,0.378401130764165,0.025,0.015,1
"Tspan3",0.695288263671441,0.304355509854104,0.185,0.153,1
"C1qb",0.695458368127561,1.59197026380198,0.012,0.005,1
"S100a16",0.695557953788543,0.706399363337293,0.025,0.021,1
"Cul5",0.695664277776136,0.254178307378684,0.247,0.235,1
"Plppr3",0.695798897043763,1.33695541747739,0.012,0.005,1
"Ppwd1",0.696043930607007,0.333483478110578,0.16,0.129,1
"H2-DMa",0.69641938568973,0.997201957130012,0.025,0.016,1
"AU041133",0.696516096216484,0.109527623025104,0.074,0.061,1
"Ptgr1",0.69687477518678,1.24299598262408,0.012,0.008,1
"Cfap20",0.697593704435524,0.36656944766116,0.111,0.085,1
"Gm49494",0.697877998140074,1.17043963234289,0.025,0.013,1
"Gm42560",0.697896680144336,1.75799431946885,0.012,0.005,1
"Aga",0.698291692583115,0.5538854731678,0.086,0.066,1
"Carf",0.698597867030436,0.270409893879984,0.136,0.107,1
"Arl1",0.6986179990037,0.62673395385956,0.062,0.044,1
"Agpat1",0.698728515036582,0.818437008896367,0.049,0.036,1
"Rep15",0.698863567701433,0.591541559435771,0.012,0.013,1
"Map1lc3b",0.6990758825507,0.615569422652601,0.074,0.057,1
"Nln",0.699525869688551,0.435469103005794,0.123,0.095,1
"H1f0",0.69971754287263,0.595037596293622,0.049,0.032,1
"Lsm12",0.699891221186023,0.443218196970991,0.086,0.062,1
"Pom121",0.700277704767456,0.132604332261978,0.062,0.05,1
"Mrps12",0.700288149874938,0.74352614477382,0.037,0.029,1
"Ttc23",0.70077010601086,0.146300329657194,0.247,0.212,1
"Gm42670",0.701420239420507,1.06604609025191,0.012,0.006,1
"Znrd2",0.7015845587215,0.540935099660527,0.012,0.008,1
"Map3k19",0.701721203852606,1.25595771318028,0.012,0.005,1
"Gm12184",0.702015804283723,1.77884488191335,0.012,0.005,1
"Jazf1",0.702072534709347,1.09018282141395,0.025,0.015,1
"Ackr4",0.702632062140851,0.251356554880421,0.074,0.061,1
"2610044O15Rik8",0.702887661077572,0.378921997894987,0.062,0.045,1
"Nup35",0.703302881158554,0.125307607532391,0.049,0.055,1
"Enpp5",0.704148308195647,0.362381412491468,0.049,0.035,1
"Kctd15",0.704382961093836,1.0480688037497,0.025,0.016,1
"Gm44053",0.70450502123259,1.49633999638236,0.012,0.005,1
"Bbs5",0.704819687738255,0.580953340456068,0.062,0.042,1
"Mrpl40",0.704846641348274,0.346415028502652,0.037,0.026,1
"Slco4a1",0.705112507694284,0.558072177243665,0.025,0.022,1
"Rpl37a",0.705233795250644,0.228271739415306,0.235,0.233,1
"Naglu",0.705249763546842,0.933830085792086,0.037,0.024,1
"Pdzd8",0.70556038486591,0.162605706426529,0.173,0.142,1
"Rnf44",0.706387782419184,0.463227187427299,0.074,0.063,1
"Tmem147os",0.706994102035447,0.601137557922067,0.012,0.008,1
"Copg1",0.707026409140951,0.552240550204587,0.074,0.052,1
"Gpihbp1",0.707174148663074,0.145350246775735,0.012,0.008,1
"Atad3aos",0.707245436760327,1.56487529551602,0.012,0.006,1
"Prdm1",0.70731695124121,1.50182701266135,0.012,0.006,1
"Pomk",0.707363733965508,0.602160206282754,0.012,0.013,1
"Tdrd12",0.708400343750022,0.200383817676687,0.012,0.01,1
"Pde4dip",0.708603642835944,0.178721825207754,0.457,0.455,1
"Gatd1",0.708782131920519,0.273485555261281,0.012,0.009,1
"Ranbp10",0.709560825909668,0.339658859599796,0.198,0.177,1
"Dyrk1a",0.709765701543666,0.199816068441689,0.481,0.463,1
"Alyref",0.709823832814806,1.10627357337949,0.025,0.014,1
"Kctd12b",0.709925223599446,1.64314380989411,0.012,0.005,1
"Bdp1",0.710309391481346,0.163952923773437,0.358,0.318,1
"Pram1",0.711255832861023,0.359000392478348,0.012,0.009,1
"Mon2",0.711308940833842,0.172943487380316,0.37,0.329,1
"Msto1",0.711612248005819,0.105531365205675,0.012,0.018,1
"Tnip2",0.711676377058484,0.347868850641485,0.025,0.032,1
"Gstm1",0.711796047492664,0.634186719492258,0.074,0.057,1
"Dsel",0.712094480693489,0.890531436287679,0.012,0.006,1
"Ddx28",0.712589540277474,1.30968152391136,0.012,0.005,1
"Gm15632",0.712694139411658,1.17105639901674,0.012,0.006,1
"Bbs4",0.712964554253325,0.655508370341724,0.062,0.043,1
"Dnmt1",0.713106109186636,0.450235958907933,0.049,0.034,1
"Mon1a",0.713368447996166,0.347846649072115,0.074,0.067,1
"Tmem140",0.714368608177682,0.105970065855768,0.074,0.084,1
"Cyp4f13",0.715146684649871,0.355074464951908,0.136,0.118,1
"Gja1",0.715414857964323,0.779994314340932,0.012,0.006,1
"Man2a2",0.715489392161953,0.273912563921719,0.049,0.036,1
"6430590A07Rik",0.715509408901181,0.579716588029034,0.049,0.032,1
"Grb2",0.715774109116071,0.178486730637973,0.21,0.205,1
"Elp2",0.71678637067077,0.246358839372659,0.086,0.084,1
"A630072M18Rik",0.717111336315089,0.673039980050285,0.049,0.032,1
"Mrfap1",0.717669378409287,0.560815266946117,0.049,0.04,1
"Rpl11",0.7179726649514,0.302294559438488,0.259,0.221,1
"Cldn3",0.71835399467916,1.06773773705551,0.012,0.006,1
"Kif5c",0.71847845607624,0.186026156670382,0.012,0.009,1
"Ube2m",0.718998172084888,0.260777703466386,0.049,0.038,1
"Cep97",0.719485381341519,0.230335233819221,0.099,0.08,1
"Gm3435",0.719881152604269,1.11043478072207,0.025,0.015,1
"Srsf5",0.720597628525241,0.140703406300374,0.58,0.558,1
"Gmpr2",0.721148400801087,0.804461045352861,0.037,0.026,1
"Gm28529",0.72189108527651,0.924619611057331,0.012,0.01,1
"E030042O20Rik",0.721906871660996,1.24505503813053,0.012,0.006,1
"Mlxip",0.722520375287437,0.471913311462773,0.148,0.118,1
"Fam219b",0.72310833303772,1.07823752191171,0.025,0.015,1
"Nr2c2",0.723481855345362,0.277222211981154,0.333,0.308,1
"C030034I22Rik",0.723972786561529,0.856694197607848,0.012,0.011,1
"Gm48696",0.724232622326845,1.46786332784859,0.012,0.005,1
"Nlrc5",0.724338929124027,0.903773161268647,0.037,0.023,1
"Sprtn",0.724515581413099,0.726417135499425,0.049,0.033,1
"Fam122b",0.724574238353323,0.922284822147907,0.025,0.013,1
"Znhit3",0.724884375749501,0.553607144946571,0.012,0.008,1
"Lsm5",0.724968994305843,0.52631628409537,0.025,0.016,1
"Gm33373",0.724996137214622,0.400886078376595,0.012,0.009,1
"Fibp",0.725649070153922,0.609294100009519,0.049,0.036,1
"Riox2",0.72571451163327,0.470520899810806,0.086,0.064,1
"Tmco3",0.726377854575536,0.271797052564463,0.099,0.099,1
"Atp1b3",0.726516087024989,0.332604135999476,0.123,0.107,1
"Cyp2c68",0.726567664074153,1.03028740544596,0.012,0.006,1
"Gm9993",0.726701100586538,0.912178432304201,0.037,0.023,1
"Tlcd2",0.727336440722172,0.922532308403921,0.012,0.006,1
"Zfp574",0.727409679861079,0.133824027772706,0.025,0.019,1
"Dbnl",0.7276795788633,0.138883902153403,0.049,0.039,1
"Ctbp1",0.728513839471672,0.384880263147998,0.074,0.065,1
"Aldh16a1",0.728592594774299,0.591549671716834,0.074,0.06,1
"Cd164",0.728752948918296,0.213112923914705,0.148,0.142,1
"Lats1",0.729213312607669,0.144578073435981,0.198,0.2,1
"Ccdc6",0.729277390035848,0.114019984186988,0.222,0.219,1
"Prcc",0.72936771341123,0.203184077061344,0.111,0.088,1
"Btbd10",0.729503856434815,0.345224991296547,0.148,0.125,1
"Cog1",0.729719994661374,0.480606081668288,0.062,0.053,1
"Nyap1",0.730483247556266,1.65981272722709,0.012,0.005,1
"Gm16537",0.730538105880025,1.40847277330906,0.012,0.005,1
"Gm4632",0.731109558509286,1.05070030707911,0.025,0.014,1
"Coro1b",0.731816860418816,0.727357366426141,0.012,0.007,1
"Iars",0.731844707469311,0.431272838898846,0.111,0.088,1
"Ids",0.731896683418844,0.726665881760701,0.037,0.023,1
"Tab3",0.732065153261105,0.399885975398318,0.136,0.116,1
"Gm15731",0.733139518754027,1.65280391310099,0.012,0.005,1
"Srp9",0.733225258189103,0.428152498380134,0.074,0.054,1
"D030051J21Rik",0.733241045560344,1.12934129023406,0.025,0.013,1
"Hoxaas3",0.733333632965013,0.64566047098227,0.049,0.033,1
"Rpl7a",0.733572561010019,0.240168069950374,0.222,0.187,1
"Zwint",0.733721250223338,0.350105000407296,0.136,0.108,1
"Sars2",0.735091649741364,0.507448805514599,0.025,0.016,1
"Tifa",0.735206892490142,0.532485182021965,0.025,0.016,1
"Hinfp",0.736751053052122,0.231804990691566,0.049,0.038,1
"Gmppb",0.737180407675599,1.37534533135363,0.012,0.005,1
"Creb3l1",0.737237989127345,0.236595910427863,0.025,0.019,1
"Gm43031",0.737509100872773,1.45621259158944,0.012,0.005,1
"Afap1l1",0.738002267083156,0.222795914653288,0.049,0.036,1
"Abca14",0.738039676525515,0.530940601190338,0.012,0.008,1
"Chmp4b",0.738190790563141,0.333958533530044,0.123,0.097,1
"Slc10a6",0.738215001010981,1.43306934591944,0.012,0.006,1
"Txndc9",0.738444744348131,0.493912249070336,0.086,0.064,1
"Hars2",0.738695991349065,0.418922129168451,0.086,0.065,1
"Fitm2",0.739580341689877,0.234483362522241,0.025,0.032,1
"Zfp14",0.739665959810056,0.477880368525458,0.012,0.014,1
"Tc2n",0.739675834205833,0.137197819829854,0.049,0.059,1
"Bex4",0.739808441324689,1.35933722854189,0.012,0.007,1
"Trim62",0.739883282335332,1.38831143277217,0.012,0.005,1
"Qsox2",0.740404004242408,0.81347020258011,0.049,0.033,1
"Gm17057",0.740433526641637,1.1593252351092,0.012,0.008,1
"9230112E08Rik",0.740603282874217,1.64219100576336,0.012,0.005,1
"Casp4",0.740729052180584,0.284413260435002,0.012,0.008,1
"Brix1",0.740916519598322,0.220572117985488,0.049,0.051,1
"Llgl1",0.741131188215604,0.702782303195815,0.037,0.025,1
"Fam234b",0.741188659513469,0.548642957952594,0.037,0.024,1
"Nepro",0.741407581805001,0.664017286919318,0.037,0.028,1
"Gapdhs",0.741812456681105,0.86024754656453,0.012,0.007,1
"Tyw1",0.741902307105522,0.320452719446821,0.111,0.097,1
"Gm20125",0.742340028985316,1.44414464614541,0.012,0.006,1
"Elovl1",0.742631688562332,0.230552761823317,0.037,0.029,1
"Noc4l",0.742863580782454,0.813671353343019,0.012,0.007,1
"Tmub2",0.743681466861494,0.75008543900794,0.037,0.025,1
"9330020H09Rik",0.743775602452023,0.863001662605568,0.025,0.014,1
"Hnrnpk",0.743997629811889,0.234903398446535,0.259,0.224,1
"Ifit1bl2",0.744073178195145,0.797991104354827,0.012,0.007,1
"1700126G02Rik",0.744259702013412,0.762529103111231,0.012,0.007,1
"Ss18",0.744563062656319,0.104374566860623,0.136,0.141,1
"Cbx4",0.74469763372526,0.455169838804313,0.074,0.059,1
"Snrpd2",0.745177487522951,0.740988351599136,0.049,0.034,1
"Prrc2a",0.745436551702092,0.119797583764053,0.136,0.118,1
"Ift140",0.745540975593159,0.394544190007923,0.111,0.086,1
"Pcdhga12",0.74565473267455,0.974045903893881,0.025,0.014,1
"Gm44190",0.746191212067976,0.461139036756467,0.012,0.009,1
"Gm47106",0.746777780824263,1.63843740361246,0.012,0.005,1
"C730034F03Rik",0.747160887979674,0.792548674369572,0.012,0.007,1
"Mterf4",0.747245793169917,0.267650010370929,0.037,0.028,1
"Mapk12",0.747358919639464,0.809238895367598,0.012,0.006,1
"1700055D18Rik",0.747715154560859,1.40044184509658,0.012,0.007,1
"Gm43915",0.748506209955597,1.11623518619541,0.025,0.015,1
"Ulk4",0.748508836351752,0.50686202505626,0.062,0.056,1
"Zc3hav1l",0.748642882850291,1.59768748683414,0.012,0.005,1
"Slc37a1",0.74865972335808,0.633303699169477,0.012,0.012,1
"Ndufv3",0.748902282130288,0.159141310378356,0.086,0.095,1
"Gm26532",0.748975562486028,0.839036684909292,0.012,0.006,1
"Pfdn4",0.749110994981555,0.724669309439456,0.037,0.023,1
"Gdpd1",0.749252201861888,0.511720243805585,0.012,0.007,1
"Ranbp1",0.749288158982938,0.291234679994834,0.025,0.026,1
"Cyb5rl",0.749543868686907,0.647900782867757,0.025,0.021,1
"Bak1",0.749779583209534,1.04416618721848,0.012,0.009,1
"Appl1",0.750613831170892,0.129289879551034,0.185,0.156,1
"Pdcd6ip",0.750671645231776,0.288111788578375,0.247,0.226,1
"Rbm17",0.751120501243231,0.363841656687959,0.049,0.051,1
"Dnah17",0.751192578083192,0.949506519728886,0.012,0.007,1
"1700086P04Rik",0.751583420385981,1.52006618279268,0.012,0.005,1
"Pla2g4b",0.751616418596981,0.307442954440558,0.012,0.009,1
"Usp42",0.751686935769555,0.161610794217366,0.049,0.041,1
"Gm39326",0.751993370896613,0.971915742527705,0.012,0.006,1
"Igf2",0.753496325542317,1.59382699471365,0.012,0.005,1
"Taf12",0.753680612605109,0.348176181632863,0.062,0.056,1
"Tmem80",0.753937581950443,0.213137867204052,0.074,0.074,1
"Haspin",0.753998716234012,0.327071071534571,0.012,0.009,1
"Zcchc2",0.754411228452241,0.307199690648882,0.173,0.147,1
"Cep57",0.754783254669924,0.437193516324705,0.123,0.098,1
"Pdxdc1",0.754930985216429,0.238645573391884,0.296,0.26,1
"Slc30a1",0.755773610607502,0.2551036967967,0.074,0.057,1
"Gm15511",0.755951717766641,0.136030620473411,0.012,0.011,1
"Arl6ip5",0.7560050958121,0.274859118680433,0.099,0.077,1
"Tbl3",0.756348992680206,0.874598147490106,0.025,0.017,1
"Slc26a8",0.756544940810227,0.180792244683744,0.012,0.01,1
"Fem1a",0.756656471285996,0.622805404676892,0.049,0.035,1
"Vps35",0.756856225233208,0.212427228787941,0.21,0.178,1
"Rbm15",0.757285506496253,0.269638486446601,0.21,0.179,1
"Nagpa",0.757337493806658,0.813964165478566,0.025,0.014,1
"Mmaa",0.757839187976376,0.332553839632536,0.111,0.118,1
"Ostm1",0.758089365853912,0.40456516242774,0.086,0.066,1
"Fau",0.758502853808301,0.186781322717386,0.321,0.298,1
"Gabpb2",0.759288127094019,0.274933493495399,0.21,0.178,1
"Papolg",0.759573689142064,0.397328475767608,0.099,0.076,1
"Trim6",0.759924402307841,1.51605762033206,0.012,0.006,1
"Crispld1",0.760104628726371,0.775819596964658,0.012,0.006,1
"Smox",0.760465182258252,0.715933891474893,0.012,0.007,1
"Gm38304",0.7605479972568,0.74659866248427,0.025,0.015,1
"Raly",0.760980577692213,0.695826007404007,0.037,0.024,1
"Man1a",0.761182633132923,0.161895676265492,0.432,0.407,1
"Slc38a7",0.761823112819129,0.398400400048981,0.049,0.047,1
"Gm42702",0.76208749939294,0.668523324897748,0.037,0.024,1
"Slc35a1",0.762535314455052,0.435406397026646,0.086,0.066,1
